_id,league,time,homeTeam,guestTeam,odd1,oddX,odd2,odd1X,odd12,oddX2,odd0to2,odd3plus,odd4plus
ObjectId(5f5a0a9f863543710f9c0da2),B&H - Premier Liga,Fri 20:00,Sarajevo,Borac B.,1.85,3.35,4.10,1.19,1.27,1.84,1.69,2.05,3.70
ObjectId(5f5a0a9f863543710f9c0da3),B&H - Premier Liga,Wed 17:00,Olimpic Sar.,Sarajevo,7.75,4.20,1.40,2.70,1.19,1.05,1.90,1.80,3.00
ObjectId(5f5a0a9f863543710f9c0da4),B&H - Premier Liga,Wed 17:00,Zeljeznicar,Zrinjski,1.70,3.45,4.90,1.14,1.26,2.02,1.72,2.00,3.50
ObjectId(5f5a0a9f863543710f9c0da5),Belarus  1,Fri 16:00,Minsk ,Gorodeya,2.05,3.30,3.45,1.26,1.29,1.69,1.90,1.80,3.00
ObjectId(5f5a0aa0863543710f9c0da6),Belarus  1,Sat 13:00,Rukh Brest,Neman Grodno ,3.30,3.30,2.10,1.65,1.28,1.28,1.90,1.80,3.00
ObjectId(5f5a0aa0863543710f9c0da7),Belarus  1,Sat 15:00,Bate Borisov,Smolevichy,1.10,8.50,19.0,-,1.04,5.80,2.55,1.45,2.05
ObjectId(5f5a0aa0863543710f9c0da8),Belarus  1,Sat 17:00,Sh.Soligorsk,Vitebsk,1.47,3.90,7.00,1.07,1.21,2.50,1.76,1.95,3.40
ObjectId(5f5a0aa0863543710f9c0da9),Belarus  1,Sat 19:00,Dinamo Minsk,Dinamo Brest,2.15,3.00,3.50,1.25,1.33,1.62,1.55,2.30,4.30
ObjectId(5f5a0aa0863543710f9c0daa),Belarus  1,Sun 13:00,Energetik BGU,Slutsk,1.50,4.00,6.00,1.09,1.20,2.40,2.19,1.60,2.50
ObjectId(5f5a0aa1863543710f9c0dab),Belarus  1,Sun 15:00,Belshina ,Minsk Isloch,3.30,3.30,2.10,1.65,1.28,1.28,2.03,1.70,2.70
ObjectId(5f5a0aa1863543710f9c0dac),Belarus  1,Sun 17:00,Torpedo Zhodino ,Slavia Mozyr ,1.70,3.60,4.70,1.15,1.25,2.04,2.29,1.55,2.35
ObjectId(5f5a0aa1863543710f9c0dad),Belarus  1,23.09. Wed 15:00,Smolevichy,Minsk ,3.05,3.00,2.40,1.51,1.34,1.33,1.62,2.15,3.90
ObjectId(5f5a0aa1863543710f9c0dae),Belarus - Reserve Vysshaya Liga,Fri 12:30,Bate Borisov II,Smolevichi II,1.15,7.50,11.0,-,1.04,4.40,2.70,1.35,1.87
ObjectId(5f5a0aa1863543710f9c0daf),Belarus - Reserve Vysshaya Liga,Fri 14:00,Soligrski II,Vitebsk II,1.13,8.00,13.0,-,1.04,4.90,2.90,1.30,1.70
ObjectId(5f5a0aa2863543710f9c0db0),Belgium - Second Division,Fri 20:00,Lommel,Lierse Kempenzonen,2.15,3.35,3.15,1.31,1.28,1.62,2.19,1.60,2.50
ObjectId(5f5a0aa2863543710f9c0db1),Belgium - Second Division,Sat 20:45,Deinze,RWD Molenbeek,2.05,3.25,3.50,1.26,1.29,1.69,1.76,1.95,3.40
ObjectId(5f5a0aa2863543710f9c0db2),Belgium - Second Division,Sun 16:00,Club Brugge II,St.Gilloise,4.80,3.50,1.70,2.02,1.26,1.14,1.90,1.80,3.00
ObjectId(5f5a0aa2863543710f9c0db3),Belgium - Second Division,Sun 20:00,RFC Seraing,Westerlo,3.10,3.20,2.25,1.57,1.30,1.32,1.80,1.90,3.25
ObjectId(5f5a0aa2863543710f9c0db4),Brazil - 1 W,Thu 20:00,Kindermann W,Osasco W,1.05,11.5,22.0,-,-,7.50,4.10,1.15,1.37
ObjectId(5f5a0aa3863543710f9c0db5),Brazil - 1 W,Fri 00:30,Internacional W,Corinthians W,4.90,4.10,1.55,2.23,1.18,1.12,2.15,1.55,2.35
ObjectId(5f5a0aa3863543710f9c0db6),Brazil - Serie A,Fri 00:15,Bahia ,Gremio,2.90,3.05,2.60,1.49,1.37,1.40,1.60,2.20,4.20
ObjectId(5f5a0aa3863543710f9c0db7),Brazil - Serie A,Fri 00:15,Corinthians ,Palmeiras ,3.30,3.00,2.40,1.57,1.39,1.33,1.53,2.35,4.60
ObjectId(5f5a0aa3863543710f9c0db8),Brazil - Serie A,Fri 00:15,Internacional,Ceara CE,1.63,3.50,6.50,1.11,1.30,2.28,1.55,2.30,4.40
ObjectId(5f5a0aa4863543710f9c0db9),Brazil - Serie A,Fri 00:15,Internacional,Ceara CE,1.75,3.70,6.85,1.19,1.39,2.40,1.65,2.45,4.65
ObjectId(5f5a0aa4863543710f9c0dba),Brazil - Serie A,Fri 02:00,Vasco da Gama ,Atletico Go,2.00,3.30,4.00,1.25,1.33,1.81,1.53,2.35,4.60
ObjectId(5f5a0aa4863543710f9c0dbb),Brazil - Serie A,Fri 02:00,Vasco da Gama ,Atletico Go,2.10,3.40,4.15,1.30,1.39,1.87,1.60,2.45,4.75
ObjectId(5f5a0aa4863543710f9c0dbc),Brazil - Serie A,Sat 21:30,Atletico PR ,Coritiba,1.90,3.35,4.40,1.21,1.33,1.90,1.53,2.35,4.60
ObjectId(5f5a0aa4863543710f9c0dbd),Brazil - Serie A,Sat 23:55,Santos,Sao Paulo,2.65,3.00,2.90,1.41,1.38,1.47,1.55,2.30,4.40
ObjectId(5f5a0aa5863543710f9c0dbe),Brazil - Serie A,Sun 21:00,Fluminense,Corinthians ,2.60,3.00,2.95,1.39,1.38,1.49,1.53,2.35,4.60
ObjectId(5f5a0aa5863543710f9c0dbf),Brazil - Serie A,Sun 21:00,Gremio,Fortaleza CE,1.80,3.45,4.80,1.18,1.31,2.01,1.62,2.15,4.00
ObjectId(5f5a0aa5863543710f9c0dc0),Brazil - Serie A,Sun 23:00,Atletico Mineiro,Bragantino ,1.55,4.00,6.25,1.12,1.24,2.44,1.85,1.85,3.15
ObjectId(5f5a0aa5863543710f9c0dc1),Brazil - Serie A,Sun 23:00,Bahia ,Atletico Go,1.85,3.40,4.60,1.20,1.32,1.95,1.53,2.35,4.60
ObjectId(5f5a0aa5863543710f9c0dc2),Brazil - Serie A,Sun 23:00,Ceara CE,Flamengo ,5.10,3.50,1.75,2.08,1.30,1.17,1.72,2.00,3.60
ObjectId(5f5a0aa6863543710f9c0dc3),Brazil - Serie A,Sun 23:00,Goias,Internacional,4.60,3.40,1.85,1.95,1.32,1.20,1.60,2.20,4.20
ObjectId(5f5a0aa6863543710f9c0dc4),Brazil - Serie A,Mon 00:45,Palmeiras ,Sport Recife ,1.50,3.90,7.75,1.08,1.26,2.55,1.60,2.20,4.20
ObjectId(5f5a0aa6863543710f9c0dc5),Brazil - Serie A,Mon 01:30,Botafogo ,Vasco da Gama ,2.90,2.95,2.70,1.46,1.40,1.41,1.53,2.35,4.60
ObjectId(5f5a0aa6863543710f9c0dc6),Brazil - Serie C group A,Fri 01:00,Treze PB,Remo,4.20,3.30,1.85,1.85,1.28,1.19,1.60,2.20,4.10
ObjectId(5f5a0aa7863543710f9c0dc7),Brazil - Serie C group B,Thu 20:00,Volta Redonda,Ypiranga,2.10,3.05,3.60,1.24,1.33,1.65,1.60,2.20,4.10
ObjectId(5f5a0aa7863543710f9c0dc8),Bulgaria  A PFG,Fri 17:45,Botev Vratsa ,Arda Kardzhali,2.75,2.75,2.80,1.38,1.39,1.39,1.60,2.20,4.10
ObjectId(5f5a0aa7863543710f9c0dc9),Bulgaria  A PFG,Fri 20:00,Botev Plovdiv,Tsarsko Selo,1.85,3.35,4.10,1.19,1.27,1.84,1.72,2.00,3.50
ObjectId(5f5a0aa7863543710f9c0dca),Bulgaria  A PFG,Sat 17:45,Cherno More ,CSKA Sofia,3.20,3.10,2.25,1.57,1.32,1.30,1.69,2.05,3.70
ObjectId(5f5a0aa7863543710f9c0dcb),Bulgaria  A PFG,Sat 20:00,Ludogorets,Lokomotiv Plovdiv ,1.60,3.70,5.40,1.12,1.23,2.20,1.85,1.85,3.10
ObjectId(5f5a0aa8863543710f9c0dcc),Bulgaria  A PFG,Sun 17:45,CSKA 1948,Montana,1.65,3.60,5.10,1.13,1.25,2.11,1.80,1.90,3.25
ObjectId(5f5a0aa8863543710f9c0dcd),Bulgaria  A PFG,Sun 20:00,Levski Sofia,Etar,1.50,3.80,6.50,1.08,1.22,2.40,1.80,1.90,3.25
ObjectId(5f5a0aa8863543710f9c0dce),Bulgaria  A PFG,Mon 18:30,Slavia Sofia,Beroe,3.70,3.35,1.95,1.76,1.28,1.23,1.76,1.95,3.40
ObjectId(5f5a0aa8863543710f9c0dcf),Bulgaria 2,Thu 16:00,Dobrudzha,Lokomotiv Sofia,15.0,7.00,1.15,4.70,1.07,-,2.55,1.45,2.05
ObjectId(5f5a0aa8863543710f9c0dd0),Chile 1,Thu 16:00,Audax Italiano,La Serena,2.05,3.30,3.45,1.26,1.29,1.69,1.96,1.75,2.85
ObjectId(5f5a0aa9863543710f9c0dd1),Chile 1,Thu 16:00,Audax Italiano,La Serena,2.15,3.40,3.55,1.32,1.34,1.74,2.05,1.80,2.95
ObjectId(5f5a0aa9863543710f9c0dd2),Chile 1,Thu 21:00,Deportes Iquique,Universitad Chile,4.50,3.50,1.75,1.97,1.26,1.17,1.96,1.75,2.85
ObjectId(5f5a0aa9863543710f9c0dd3),Chile 1,Thu 21:00,Deportes Iquique,Universitad Chile,4.65,3.65,1.80,2.04,1.30,1.21,2.05,1.80,2.95
ObjectId(5f5a0aa9863543710f9c0dd4),Chile 1,Thu 23:30,Everton CD,Antofagasta,2.40,3.10,2.95,1.35,1.32,1.51,1.69,2.05,3.70
ObjectId(5f5a0aa9863543710f9c0dd5),Chile 2,Thu 18:30,Dep.Santa Cruz,Puerto Montt,3.45,3.20,2.10,1.66,1.31,1.27,1.72,2.00,3.50
ObjectId(5f5a0aaa863543710f9c0dd6),Chile 2,Thu 21:00,Copiapo,Nublense,2.40,3.15,2.90,1.36,1.31,1.51,1.76,1.95,3.40
ObjectId(5f5a0aaa863543710f9c0dd7),China CSL - Group A,Sun 12:00,Jiangsu,Guangzhou R&F,1.55,3.90,5.60,1.11,1.21,2.30,2.29,1.55,2.35
ObjectId(5f5a0aaa863543710f9c0dd8),China CSL - Group A,Sun 14:00,Shandong,Guangzhou E.,3.45,3.45,2.00,1.73,1.27,1.27,2.29,1.55,2.35
ObjectId(5f5a0aaa863543710f9c0dd9),China CSL - Group A,Mon 12:00,Henan Jianye,Shenzhen,4.20,3.45,1.80,1.89,1.26,1.18,2.03,1.70,2.70
ObjectId(5f5a0aab863543710f9c0dda),China CSL - Group A,Mon 14:00,Dalien Aerbin,Shanghai Shenhua,2.00,3.35,3.50,1.25,1.27,1.71,1.96,1.75,2.85
ObjectId(5f5a0aab863543710f9c0ddb),China CSL - Group B,Thu 14:00,Shanghai Dongya,Qingdao Hainiu,1.35,4.80,7.50,1.05,1.14,2.90,2.41,1.50,2.20
ObjectId(5f5a0aab863543710f9c0ddc),China CSL - Group B,Thu 14:00,Shanghai Dongya,Qingdao Hainiu,1.45,5.15,8.05,1.13,1.23,3.10,2.60,1.65,2.35
ObjectId(5f5a0aab863543710f9c0ddd),China CSL - Group B,Fri 12:00,Chongqing,Hebei CFFC,3.50,3.35,2.00,1.71,1.27,1.25,2.11,1.65,2.65
ObjectId(5f5a0aab863543710f9c0dde),China CSL - Group B,Fri 14:00,Shijiazhuang,Wuhan Zall ,2.80,3.20,2.45,1.49,1.31,1.39,1.85,1.85,3.10
ObjectId(5f5a0aac863543710f9c0ddf),Colombia - Apertura,Sun 01:00,Deportivo Cali,Millionarios,2.05,3.05,3.80,1.23,1.33,1.69,1.53,2.35,4.50
ObjectId(5f5a0aac863543710f9c0de0),Colombia - Apertura,Mon 02:30,Deportivo Pasto,Deportivo Tolima,2.65,2.85,2.85,1.37,1.37,1.43,1.53,2.35,4.50
ObjectId(5f5a0aac863543710f9c0de1),Colombia - Super Cup,Sat 02:00,America Cali,CPD Junior,2.50,2.90,3.00,1.34,1.36,1.47,1.53,2.35,4.50
ObjectId(5f5a0aac863543710f9c0de2),Croatia - 1.NHL,Fri 20:00,Slaven,Sibenik,1.55,3.90,5.60,1.11,1.21,2.30,2.11,1.65,2.65
ObjectId(5f5a0aac863543710f9c0de3),Croatia - 1.NHL,Sat 17:00,Osijek,Rijeka,2.35,3.25,2.90,1.36,1.30,1.53,2.03,1.70,2.70
ObjectId(5f5a0aad863543710f9c0de4),Croatia - 1.NHL,Sat 19:05,Hajduk,Dinamo Z.,3.00,3.30,2.25,1.57,1.29,1.34,2.11,1.65,2.65
ObjectId(5f5a0aad863543710f9c0de5),Croatia - 1.NHL,Sun 17:00,Istra 1961,Varaždin,2.40,3.15,2.90,1.36,1.31,1.51,1.80,1.90,3.25
ObjectId(5f5a0aad863543710f9c0de6),Croatia - 1.NHL,Sun 19:05,Lok.Zagreb,Hnk Gorica,2.30,3.30,2.90,1.36,1.28,1.54,2.19,1.60,2.50
ObjectId(5f5a0aad863543710f9c0de7),Croatia 2. HNL,Fri 16:30,Dubrava,Inter Zapresic,2.75,3.05,2.55,1.45,1.32,1.39,1.69,2.05,3.70
ObjectId(5f5a0aae863543710f9c0de8),Croatia 2. HNL,Sat 16:30,Dragovoljac,Dugopolje,2.30,3.25,2.95,1.35,1.29,1.55,1.90,1.80,3.00
ObjectId(5f5a0aae863543710f9c0de9),Croatia 2. HNL,Sat 16:30,Orijent,Medjimurje,2.10,3.30,3.30,1.28,1.28,1.65,1.90,1.80,3.00
ObjectId(5f5a0aae863543710f9c0dea),Croatia 2. HNL,Sat 16:30,Rudes,Opatija,3.10,3.10,2.30,1.55,1.32,1.32,1.69,2.05,3.70
ObjectId(5f5a0aae863543710f9c0deb),Croatia 2. HNL,Sat 16:30,Solin,Dinamo Z.II,2.65,2.95,2.75,1.40,1.35,1.42,1.62,2.15,3.90
ObjectId(5f5a0aae863543710f9c0dec),Croatia 2. HNL,Sat 18:00,Cibalia,Kustosija,2.60,3.00,2.75,1.39,1.34,1.43,1.69,2.05,3.70
ObjectId(5f5a0aaf863543710f9c0ded),Croatia 2. HNL,Sun 16:30,Osijek II,Junak Sinj,1.60,3.60,5.60,1.11,1.24,2.19,1.72,2.00,3.50
ObjectId(5f5a0aaf863543710f9c0dee),Croatia 2. HNL,Sun 16:30,Zmijavci,Hajduk II,2.35,3.15,2.95,1.35,1.31,1.52,1.76,1.95,3.40
ObjectId(5f5a0aaf863543710f9c0def),Cyprus 1. Division,Sat 17:30,Apoel Nicosia,Ael Limassol,1.70,3.40,5.00,1.13,1.27,2.02,1.60,2.20,4.10
ObjectId(5f5a0aaf863543710f9c0df0),Cyprus 1. Division,Sat 18:30,Apollon Lim.,Paphos,1.45,4.10,6.75,1.07,1.19,2.55,1.96,1.75,2.85
ObjectId(5f5a0aaf863543710f9c0df1),Cyprus 1. Division,Sat 19:30,Anorthosis,Omonia,2.55,3.05,2.75,1.39,1.32,1.45,1.69,2.05,3.70
ObjectId(5f5a0ab0863543710f9c0df2),Cyprus 1. Division,Sun 17:30,Nea Salamina,Enosis P.,1.75,3.50,4.50,1.17,1.26,1.97,1.90,1.80,3.00
ObjectId(5f5a0ab0863543710f9c0df3),Cyprus 1. Division,Sun 18:30,Karmiotissa,AEK Larnaca,5.10,3.60,1.65,2.11,1.25,1.13,2.03,1.70,2.70
ObjectId(5f5a0ab0863543710f9c0df4),Cyprus 1. Division,Sun 19:30,Olympiakos N.,Katokopia,2.05,3.20,3.60,1.25,1.31,1.69,1.69,2.05,3.70
ObjectId(5f5a0ab0863543710f9c0df5),Cyprus 1. Division,Mon 18:00,Ethnikos Achnas,Ermis,1.85,3.45,4.00,1.20,1.26,1.85,1.90,1.80,3.00
ObjectId(5f5a0ab1863543710f9c0df6),Czech R. - 2. liga,Thu 18:00,Slovan Usti,Vysocina Jihlava,2.95,3.35,2.25,1.57,1.28,1.35,2.55,1.45,2.10
ObjectId(5f5a0ab1863543710f9c0df7),Czech R. - 2. liga,Fri 17:00,Blansko,Dukla Praha,4.90,3.60,1.67,2.08,1.25,1.14,2.19,1.60,2.50
ObjectId(5f5a0ab1863543710f9c0df8),Czech R. - 2. liga,Fri 18:00,Hradec,Chrudim,1.45,4.20,6.50,1.08,1.19,2.55,2.29,1.55,2.35
ObjectId(5f5a0ab1863543710f9c0df9),Czech R. - 2. liga,Sat 17:00,Prostejov,Zizkov,3.90,3.60,1.82,1.87,1.24,1.21,2.70,1.40,1.97
ObjectId(5f5a0ab1863543710f9c0dfa),Czech R. - 2. liga,Sat 17:00,SK Lisen,Varnsdorf,1.85,3.60,3.80,1.22,1.24,1.85,2.55,1.45,2.10
ObjectId(5f5a0ab2863543710f9c0dfb),Czech R. - 2. liga,Sat 17:00,Trinec,Vlasim,2.25,3.25,3.05,1.33,1.29,1.57,1.90,1.80,3.00
ObjectId(5f5a0ab2863543710f9c0dfc),Czech R. - Czech Liga,Fri 18:00,Sigma O.,Bohemians 05,2.45,3.10,3.10,1.37,1.37,1.55,1.60,2.20,4.20
ObjectId(5f5a0ab2863543710f9c0dfd),Czech R. - Czech Liga,Sat 17:00,Budejovice,Liberec,3.30,3.40,2.20,1.67,1.32,1.34,1.90,1.80,3.05
ObjectId(5f5a0ab2863543710f9c0dfe),Czech R. - Czech Liga,Sat 17:00,Jablonec,Ostrava,1.95,3.45,4.00,1.25,1.31,1.85,1.76,1.95,3.45
ObjectId(5f5a0ab2863543710f9c0dff),Czech R. - Czech Liga,Sat 17:00,Pribram,Opava,2.15,3.20,3.60,1.29,1.35,1.69,1.62,2.15,4.00
ObjectId(5f5a0ab3863543710f9c0e00),Czech R. - Czech Liga,Sat 17:00,Teplice,Slovacko,2.55,3.15,2.85,1.41,1.35,1.50,1.69,2.05,3.80
ObjectId(5f5a0ab3863543710f9c0e01),Czech R. - Czech Liga,Sat 19:30,Pardubice,Slavia Praha,19.0,11.0,1.10,6.90,1.04,-,3.20,1.30,1.73
ObjectId(5f5a0ab3863543710f9c0e02),Czech R. - Czech Liga,Sun 16:30,Karvina,Sparta Praha,6.50,4.30,1.50,2.55,1.22,1.11,2.19,1.60,2.55
ObjectId(5f5a0ab3863543710f9c0e03),Czech R. - Czech Liga,Sun 16:30,Zlin,Brno,2.00,3.40,3.90,1.26,1.32,1.82,1.69,2.05,3.80
ObjectId(5f5a0ab4863543710f9c0e04),Czech R. - Czech Liga,Sun 19:00,Plzen,M.Boleslav,1.25,6.50,10.0,1.05,1.11,3.90,2.90,1.35,1.90
ObjectId(5f5a0ab4863543710f9c0e05),Denmark - Superliga,Fri 19:00,Sonderjylland,Midtjylland,5.80,3.90,1.60,2.33,1.25,1.13,2.03,1.70,2.75
ObjectId(5f5a0ab4863543710f9c0e06),Denmark - Superliga,Sun 14:00,Horsens,Randers,2.75,3.25,2.60,1.49,1.34,1.44,1.85,1.85,3.15
ObjectId(5f5a0ab4863543710f9c0e07),Denmark - Superliga,Sun 14:00,Lyngby,Aalborg,3.10,3.35,2.30,1.61,1.32,1.36,2.03,1.70,2.75
ObjectId(5f5a0ab4863543710f9c0e08),Denmark - Superliga,Sun 16:00,Brondby,Nordsjaelland,2.05,3.45,3.60,1.29,1.31,1.76,2.29,1.55,2.40
ObjectId(5f5a0ab5863543710f9c0e09),Denmark - Superliga,Sun 18:00,Odense,Copenhagen,4.10,3.50,1.90,1.89,1.30,1.23,1.96,1.75,2.90
ObjectId(5f5a0ab5863543710f9c0e0a),Denmark - Superliga,Mon 19:00,Aarhus,Vejle Kolding,1.65,3.80,5.50,1.15,1.27,2.25,1.85,1.85,3.15
ObjectId(5f5a0ab5863543710f9c0e0b),Denmark 2,Thu 19:00,Hobro IK,Viborg,3.15,3.25,2.20,1.60,1.30,1.31,1.85,1.85,3.10
ObjectId(5f5a0ab5863543710f9c0e0c),Denmark 2,Fri 19:00,HB Koge,Hvidovre,2.30,3.25,2.95,1.35,1.29,1.55,2.03,1.70,2.70
ObjectId(5f5a0ab5863543710f9c0e0d),Denmark 2,Fri 19:00,Helsingor,Silkeborg,4.20,3.50,1.80,1.91,1.26,1.19,2.19,1.60,2.50
ObjectId(5f5a0ab6863543710f9c0e0e),Denmark 2,Sat 14:00,Skive,Esbjerg,4.80,3.50,1.70,2.02,1.26,1.14,2.19,1.60,2.50
ObjectId(5f5a0ab6863543710f9c0e0f),Denmark 2,Sat 16:00,Fremad Amager,Vendsyssel,2.65,3.05,2.65,1.42,1.33,1.42,1.85,1.85,3.10
ObjectId(5f5a0ab6863543710f9c0e10),Denmark 2,Sun 14:00,Fredericia,Kolding IF,2.00,3.40,3.50,1.26,1.27,1.72,2.19,1.60,2.50
ObjectId(5f5a0ab6863543710f9c0e11),Denmark 3 A,Sat 13:00,SFB Oure,Thisted,2.45,3.70,2.40,1.47,1.21,1.46,2.15,1.55,2.35
ObjectId(5f5a0ab6863543710f9c0e12),Denmark 3 A,Sat 13:00,Sydvest,Vsk Aarhus,2.55,3.35,2.55,1.45,1.27,1.45,2.15,1.55,2.35
ObjectId(5f5a0ab7863543710f9c0e13),Denmark 3 A,Sat 14:00,Dalum,Holbaek ,2.45,3.60,2.45,1.46,1.23,1.46,2.06,1.60,2.50
ObjectId(5f5a0ab7863543710f9c0e14),Denmark 3 A,Sat 14:00,Frem,Middelfart,2.95,3.70,2.05,1.64,1.21,1.32,2.15,1.55,2.35
ObjectId(5f5a0ab7863543710f9c0e15),Denmark 3 A,Sat 14:00,Naesby,Arhus Fremad,3.50,3.80,1.80,1.82,1.19,1.22,2.15,1.55,2.35
ObjectId(5f5a0ab7863543710f9c0e16),Denmark 3 A,Sun 13:00,Holstebro,Brabrand,3.00,3.70,2.00,1.66,1.20,1.30,2.25,1.50,2.20
ObjectId(5f5a0ab8863543710f9c0e17),Denmark 3 A,Sun 15:00,B93,Jammerbugt,2.40,3.70,2.45,1.46,1.21,1.47,2.25,1.50,2.20
ObjectId(5f5a0ab8863543710f9c0e18),Denmark 3 B,Fri 19:00,HIK,Skovshoved,1.75,3.70,3.80,1.19,1.20,1.87,1.80,1.80,3.00
ObjectId(5f5a0ab8863543710f9c0e19),Denmark 3 B,Fri 19:00,Roskilde,Bronshoj,2.40,3.60,2.50,1.44,1.22,1.48,1.85,1.75,2.85
ObjectId(5f5a0ab8863543710f9c0e1a),Denmark 3 B,Sat 13:00,Vanlose,Roskilde KFUM,2.00,3.70,3.00,1.30,1.20,1.66,1.91,1.70,2.70
ObjectId(5f5a0ab8863543710f9c0e1b),Denmark 3 B,Sat 14:00,Hillerod,Avarta,1.90,3.70,3.30,1.26,1.21,1.74,2.06,1.60,2.50
ObjectId(5f5a0ab9863543710f9c0e1c),Denmark 3 B,Sat 15:00,Nykobing,Slagelse,1.50,4.00,5.50,1.09,1.18,2.32,2.06,1.60,2.50
ObjectId(5f5a0ab9863543710f9c0e1d),Denmark 3 B,Sun 13:00,AB Kobenhavn,Naestved,2.95,3.70,2.05,1.64,1.21,1.32,2.06,1.60,2.50
ObjectId(5f5a0ab9863543710f9c0e1e),Egypt - Premier League,Thu 15:30,Pyramids,El Masry Club,1.70,3.50,4.90,1.14,1.26,2.04,1.80,1.90,3.25
ObjectId(5f5a0ab9863543710f9c0e1f),Egypt - Premier League,Thu 15:30,Pyramids,El Masry Club,1.80,3.70,5.15,1.21,1.33,2.15,1.90,2.00,3.45
ObjectId(5f5a0ab9863543710f9c0e20),Egypt - Premier League,Thu 18:00,Al Moqawloon,Haras,2.05,3.00,3.80,1.22,1.33,1.68,1.47,2.50,4.90
ObjectId(5f5a0aba863543710f9c0e21),Egypt - Premier League,Thu 18:00,El Entag,Aswan,2.45,2.85,3.10,1.32,1.37,1.48,1.47,2.50,4.90
ObjectId(5f5a0aba863543710f9c0e22),Egypt - Premier League,Thu 20:30,Smouha,Zamalek,4.10,3.20,1.90,1.80,1.30,1.19,1.47,2.50,4.90
ObjectId(5f5a0aba863543710f9c0e23),Egypt - Premier League,Thu 20:30,Smouha,Zamalek,4.25,3.30,2.00,1.86,1.36,1.25,1.55,2.60,5.05
ObjectId(5f5a0aba863543710f9c0e24),Egypt - Premier League,Fri 18:00,El Geish,El Gounah,2.85,2.75,2.75,1.40,1.40,1.38,1.53,2.35,4.50
ObjectId(5f5a0abb863543710f9c0e25),Egypt - Premier League,Fri 18:00,Tanta,Lel Makasa,4.40,3.30,1.82,1.89,1.29,1.17,1.60,2.20,4.10
ObjectId(5f5a0abb863543710f9c0e26),Egypt - Premier League,Fri 20:30,Al Ahly Cairo,SC Ismaily,1.17,6.25,15.0,-,1.09,4.40,1.96,1.75,2.80
ObjectId(5f5a0abb863543710f9c0e27),England - League One,Sat 16:00,Accrington,Peterborough,3.50,3.45,2.10,1.74,1.31,1.31,2.11,1.65,2.70
ObjectId(5f5a0abb863543710f9c0e28),England - League One,Sat 16:00,Crewe,Charlton,2.90,3.25,2.50,1.53,1.34,1.41,1.80,1.90,3.30
ObjectId(5f5a0abb863543710f9c0e29),England - League One,Sat 16:00,Doncaster,Milton Keynes Dons,2.25,3.10,3.50,1.30,1.37,1.64,1.60,2.20,4.20
ObjectId(5f5a0abc863543710f9c0e2a),England - League One,Sat 16:00,Fleetwood,Burton,2.20,3.35,3.35,1.33,1.33,1.68,1.80,1.90,3.30
ObjectId(5f5a0abc863543710f9c0e2b),England - League One,Sat 16:00,Gillingham,Hull,2.75,3.20,2.65,1.48,1.35,1.45,1.76,1.95,3.45
ObjectId(5f5a0abc863543710f9c0e2c),England - League One,Sat 16:00,Lincoln City,Oxford,2.85,3.20,2.55,1.51,1.35,1.42,1.76,1.95,3.45
ObjectId(5f5a0abc863543710f9c0e2d),England - League One,Sat 16:00,Northampton,Wimbledon,2.25,3.20,3.35,1.32,1.35,1.64,1.72,2.00,3.60
ObjectId(5f5a0abc863543710f9c0e2e),England - League One,Sat 16:00,Plymouth,Blackpool,2.65,3.25,2.70,1.46,1.34,1.47,1.85,1.85,3.15
ObjectId(5f5a0abd863543710f9c0e2f),England - League One,Sat 16:00,Portsmouth,Shrewsbury,1.90,3.40,4.30,1.22,1.32,1.90,1.62,2.15,4.00
ObjectId(5f5a0abd863543710f9c0e30),England - League One,Sat 16:00,Sunderland,Bristol Rovers,1.85,3.45,4.50,1.20,1.31,1.95,1.72,2.00,3.60
ObjectId(5f5a0abd863543710f9c0e31),England - League One,Sat 16:00,Swindon,Rochdale,2.00,3.45,3.80,1.27,1.31,1.81,2.03,1.70,2.75
ObjectId(5f5a0abd863543710f9c0e32),England - League One,Sun 13:00,Ipswich,Wigan,1.70,3.70,5.20,1.16,1.28,2.16,2.03,1.70,2.75
ObjectId(5f5a0abe863543710f9c0e33),England - League Two,Sat 16:00,Barrow,Stevenage,2.30,3.25,3.20,1.35,1.34,1.61,1.76,1.95,3.45
ObjectId(5f5a0abe863543710f9c0e34),England - League Two,Sat 16:00,Bolton,Forest Green,2.10,3.35,3.60,1.29,1.33,1.74,1.76,1.95,3.45
ObjectId(5f5a0abe863543710f9c0e35),England - League Two,Sat 16:00,Bradford,Colchester,2.30,3.25,3.20,1.35,1.34,1.61,1.76,1.95,3.45
ObjectId(5f5a0abe863543710f9c0e36),England - League Two,Sat 16:00,Cambridge,Carlisle,2.55,3.20,2.85,1.42,1.35,1.51,1.76,1.95,3.45
ObjectId(5f5a0abe863543710f9c0e37),England - League Two,Sat 16:00,Cheltenham,Morecambe,1.90,3.50,4.20,1.23,1.31,1.91,1.80,1.90,3.30
ObjectId(5f5a0abf863543710f9c0e38),England - League Two,Sat 16:00,Mansfield,Tranmere,2.40,3.25,3.05,1.38,1.34,1.57,1.76,1.95,3.45
ObjectId(5f5a0abf863543710f9c0e39),England - League Two,Sat 16:00,Oldham,Leyton,2.30,3.30,3.15,1.36,1.33,1.61,1.80,1.90,3.30
